"number","ja","en","de","fr","ko","zh-cn","zh-tw"
"941","タイカイデン","kilowattrel","voltrean","fulgulairo","찌리비크","大电海燕","大電海燕"
"942","オラチフ","maschiff","mobtiff","grondogue","오라티프","偶叫獒","偶叫獒"
"943","マフィティフ","mabosstiff","mastifioso","dogrino","마피티프","獒教父","獒教父"
"944","シルシュルー","shroodle","sproxi","gribouraigne","땃쭈르","滋汁鼹","滋汁鼴"
"945","タギングル","grafaiai","affiti","tag-tag","태깅구르","涂标客","塗標客"
"946","アノクサ","bramblin","weherba","virovent","그푸리","纳噬草","納噬草"
"947","アノホラグサ","brambleghast","horrerba","virevorreur","공푸리","怖纳噬草","怖納噬草"
"948","ノノクラゲ","toedscool","tentagra","terracool","들눈해","原野水母","原野水母"
"949","リククラゲ","toedscruel","tenterra","terracruel","육파리","陆地水母","陸地水母"
"950","ガケガニ","klawf","klibbe","craparoi","절벼게","毛崖蟹","毛崖蟹"
"951","カプサイジ","capsakid","chilingel","pimito","캡싸이","热辣娃","熱辣娃"
"952","スコヴィラン","scovillain","halupenjo","scovilain","스코빌런","狠辣椒","狠辣椒"
"953","シガロコ","rellor","relluk","léboulérou","구르데","虫滚泥","蟲滾泥"
"954","ベラカス","rabsca","skarabaks","bérasca","베라카스","虫甲圣","蟲甲聖"
"955","ヒラヒナ","flittle","flattutu","flotillon","하느라기","飘飘雏","飄飄雛"
"956","クエスパトラ","espathra","psiopatra","cléopsytra","클레스퍼트라","超能艳鸵","超能豔鴕"
"957","カヌチャン","tinkatink","forgita","forgerette","어리짱","小锻匠","小鍛匠"
"958","ナカヌチャン","tinkatuff","tafforgita","forgella","벼리짱","巧锻匠","巧鍛匠"
"959","デカヌチャン","tinkaton","granforgita","forgelina","두드리짱","巨锻匠","巨鍛匠"
"960","ウミディグダ","wiglett","schligda","taupikeau","바다그다","海地鼠","海地鼠"
"961","ウミトリオ","wugtrio","schligdri","triopikeau","바닥트리오","三海地鼠","三海地鼠"
"962","オトシドリ","bombirdier","adebom","lestombaile","떨구새","下石鸟","下石鳥"
"963","ナミイルカ","finizen","normifin","dofin","맨돌핀","波普海豚","波普海豚"
"964","イルカマン","palafin","delfinator","superdofin","돌핀맨","海豚侠","海豚俠"
"965","ブロロン","varoom","knattox","vrombi","부르롱","噗隆隆","噗隆隆"
"966","ブロロローム","revavroom","knattatox","vrombotor","부르르룸","普隆隆姆","普隆隆姆"
"967","モトトカゲ","cyclizar","mopex","motorizard","모토마","摩托蜥","摩托蜥"
"968","ミミズズ","orthworm","schlurm","ferdeter","꿈트렁","拖拖蚓","拖拖蚓"
"969","キラーメ","glimmet","lumispross","germéclat","초롱순","晶光芽","晶光芽"
"970","キラフロル","glimmora","lumiflora","floréclat","킬라플로르","晶光花","晶光花"
"971","ボチ","greavard","gruff","toutombe","망망이","墓仔狗","墓仔狗"
"972","ハカドッグ","houndstone","friedwuff","tomberro","묘두기","墓扬犬","墓揚犬"
"973","カラミンゴ","flamigo","flaminkno","flamenroule","꼬이밍고","缠红鹤","纏紅鶴"
"974","アルクジラ","cetoddle","flaniwal","piétacé","터벅고래","走鲸","走鯨"
"975","ハルクジラ","cetitan","kolowal","balbalèze","우락고래","浩大鲸","浩大鯨"
"976","ミガルーサ","veluza","agiluza","délestin","가비루사","轻身鳕","輕身鱈"
"977","ヘイラッシャ","dondozo","heerashai","oyacata","어써러셔","吃吼霸","吃吼霸"
"978","シャリタツ","tatsugiri","nigiragi","nigirigon","싸리용","米立龙","米立龍"
"979","コノヨザル","annihilape","epitaff","courrousinge","저승갓숭","弃世猴","棄世猴"
"980","ドオー","clodsire","suelord","terraiste","토오","土王","土王"
"981","リキキリン","farigiraf","farigiraf","farigiraf","키키링","奇麒麟","奇麒麟"
"982","ノココッチ","dudunsparce","dummimisel","deusolourdo","노고고치","土龙节节","土龍節節"
"983","ドドゲザン","kingambit","gladimperio","scalpereur","대도각참","仆刀将军","仆斬將軍"
"984","イダイナキバ","great-tusk","riesenzahn","fort-ivoire","위대한엄니","雄伟牙","雄偉牙"
"985","サケブシッポ","scream-tail","brüllschweif","hurle-queue","우렁찬꼬리","吼叫尾","吼叫尾"
"986","アラブルタケ","brute-bonnet","wutpilz","fongus-furie","사나운버섯","猛恶菇","猛惡菇"
"987","ハバタクカミ","flutter-mane","flatterhaar","flotte-mèche","날개치는머리","振翼发","振翼髮"
"988","チヲハウハネ","slither-wing","kriechflügel","rampe-ailes","땅을기는날개","爬地翅","爬地翅"
"989","スナノケガワ","sandy-shocks","sandfell","pelage-sablé","모래털가죽","沙铁皮","沙鐵皮"
"990","テツノワダチ","iron-treads","eisenrad","roue-de-fer","무쇠바퀴","铁辙迹","鐵轍跡"
"991","テツノツツミ","iron-bundle","eisenbündel","hotte-de-fer","무쇠보따리","铁包袱","鐵包袱"
"992","テツノカイナ","iron-hands","eisenhand","paume-de-fer","무쇠손","铁臂膀","鐵臂膀"
"993","テツノコウベ","iron-jugulis","eisenhals","têtes-de-fer","무쇠머리","铁脖颈","鐵脖頸"
"994","テツノドクガ","iron-moth","eisenfalter","mite-de-fer","무쇠독나방","铁毒蛾","鐵毒蛾"
"995","テツノイバラ","iron-thorns","eisendorn","épine-de-fer","무쇠가시","铁荆棘","鐵荊棘"
"996","セビエ","frigibax","frospino","frigodo","드니차","凉脊龙","涼脊龍"
"997","セゴール","arctibax","cryospino","cryodo","드니꽁","冻脊龙","凍脊龍"
"998","セグレイブ","baxcalibur","espinodon","glaivodo","드닐레이브","戟脊龙","戟脊龍"
"999","コレクレー","gimmighoul","gierspenst","mordudor","모으령","索财灵","索財靈"
"1000","サーフゴー","gholdengo","monetigo","gromago","타부자고","赛富豪","賽富豪"
"1001","チオンジェン","wo-chien","chongjian","chongjian","총지엔","古简蜗","古簡蝸"
"1002","パオジアン","chien-pao","baojian","baojian","파오젠","古剑豹","古劍豹"
"1003","ディンルー","ting-lu","dinglu","dinglu","딩루","古鼎鹿","古鼎鹿"
"1004","イーユイ","chi-yu","yuyu","yuyu","위유이","古玉鱼","古玉魚"
"1005","トドロクツキ","roaring-moon","donnersichel","rugit-lune","고동치는달","轰鸣月","轟鳴月"
"1006","テツノブジン","iron-valiant","eisenkrieger","garde-de-fer","무쇠무인","铁武者","鐵武者"
"1007","コライドン","koraidon","koraidon","koraidon","코라이돈","故勒顿","故勒頓"
"1008","ミライドン","miraidon","miraidon","miraidon","미라이돈","密勒顿","密勒頓"
,"ウネルミナモ","walking-wake","windewoge","serpente-eau","굽이치는물결","波荡水","波盪水"
,"テツノイサハ","iron-leaves","eisenblatt","vert-de-fer","무쇠잎새","铁斑叶","鉄斑葉"
,"オーガポン","ogerpon","ogerpon","ogerpon","오거폰","厄鬼椪","厄鬼椪"
,"イイネイヌ","okidogi","boninu","félicanis","조타구","够赞狗","夠讚狗"
,"マシマシラ","munkidori","benesaru","fortusimia","이야후","愿增猿","願增猿"
,"キチキギス","fezandipiti","beatori","favianos","기로치","吉雉鸡","吉雉雞"
,"テラパゴス","terapagos","terapagos","terapagos","테라파고스","太乐巴戈斯","太樂巴戈斯"
